"flight_time","altitude","pressure","temperature","RH","dewp","mixingRatio","windDirection","windSpeed","latitude","longitude","range","azimuth","theta"
0,0,978.56,21.01,60.3,13.04,9.7,124,1.3,41.59,1.031,0,0,22.8351728458739
1,2,978.31,20.97,60.4,13.03,9.69,123.5,1.36,41.59,1.031,22,344,22.81650651118
2,5,978.01,20.93,60.43,13.01,9.68,123.09,1.45,41.59,1.031,36,343,22.8021594480908
3,8,977.7,20.93,60.38,12.99,9.67,122.78,1.54,41.59,1.031,44,342,22.8289377088211
4,11,977.36,20.92,60.39,12.99,9.67,122.56,1.64,41.59,1.031,48,342,22.8482543949057
5,14,976.99,20.9,60.6,13.02,9.7,122.39,1.74,41.59,1.031,51,342,22.8601097307881
6,17,976.6,20.87,60.9,13.06,9.73,122.25,1.83,41.59,1.031,55,343,22.8636386499929
7,21,976.2,20.85,61.03,13.08,9.74,122.16,1.92,41.59,1.031,58,343,22.8781124130473
8,24,975.8,20.87,60.91,13.07,9.74,122.12,1.99,41.59,1.031,60,342,22.9328803444031
9,28,975.41,20.91,60.61,13.03,9.72,122.11,2.06,41.59,1.031,63,340,23.0069473734184
10,31,975.01,20.97,60.24,12.99,9.7,122.15,2.13,41.59,1.031,65,337,23.1020530530668
11,35,974.6,21.02,59.93,12.96,9.68,122.23,2.18,41.59,1.031,67,334,23.1879852925281
12,39,974.17,21.07,59.64,12.93,9.67,122.35,2.22,41.59,1.031,70,331,23.2756857043851
13,43,973.7,21.19,59.17,12.92,9.67,122.53,2.25,41.59,1.031,73,329,23.4374308562637
14,47,973.25,21.38,58.41,12.91,9.66,122.76,2.27,41.59,1.031,77,328,23.6680380515349
15,51,972.81,21.62,57.53,12.9,9.66,123.05,2.28,41.59,1.031,80,327,23.9482425095391
16,55,972.38,21.84,56.77,12.9,9.67,123.41,2.28,41.59,1.031,82,327,24.2074983721225
17,59,971.95,21.97,56.27,12.89,9.66,123.83,2.27,41.59,1.031,84,326,24.3760977788219
18,62,971.54,22.05,55.93,12.86,9.65,124.33,2.25,41.59,1.031,85,325,24.4925888957308
19,66,971.14,22.11,55.64,12.85,9.65,124.91,2.22,41.59,1.031,86,325,24.5880759697837
20,70,970.74,22.18,55.36,12.83,9.64,125.58,2.18,41.59,1.031,89,324,24.6936809131709
21,73,970.32,22.24,55.11,12.82,9.63,126.35,2.13,41.59,1.031,92,323,24.7909873554389
22,77,969.89,22.26,54.92,12.78,9.62,127.23,2.08,41.59,1.03,95,322,24.8488556888335
23,81,969.46,22.27,54.79,12.76,9.61,128.22,2.02,41.59,1.03,98,322,24.8966617032085
24,85,969.02,22.28,54.69,12.74,9.6,129.33,1.95,41.59,1.03,101,322,24.9453697401838
25,89,968.59,22.29,54.57,12.72,9.59,130.57,1.88,41.59,1.03,104,322,24.9932244391908
26,93,968.16,22.28,54.42,12.66,9.56,131.95,1.81,41.59,1.03,105,322,25.0209176972581
27,96,967.74,22.26,54.29,12.61,9.53,133.48,1.73,41.59,1.03,106,322,25.0376565144098
28,100,967.33,22.25,54.23,12.58,9.52,135.17,1.65,41.59,1.03,107,322,25.0636263606597
29,104,966.89,22.25,54.29,12.61,9.53,137.01,1.58,41.591,1.03,107,322,25.1023509177159
30,108,966.43,22.26,54.47,12.66,9.58,139.02,1.5,41.591,1.03,108,322,25.1529578391505
31,112,965.98,22.26,54.65,12.71,9.61,141.18,1.43,41.591,1.03,109,322,25.1926115315587
32,116,965.56,22.25,54.78,12.74,9.63,143.49,1.36,41.591,1.03,111,322,25.2195425472072
33,120,965.16,22.23,54.93,12.76,9.65,145.95,1.28,41.591,1.03,113,323,25.2346253012255
34,123,964.79,22.21,55.09,12.78,9.67,148.57,1.22,41.591,1.03,115,323,25.2470739084461
35,126,964.46,22.19,55.23,12.81,9.69,151.32,1.15,41.591,1.03,117,324,25.2560019633844
36,129,964.15,22.17,55.37,12.83,9.71,154.18,1.09,41.591,1.03,119,324,25.2631721865307
37,132,963.83,22.16,55.58,12.88,9.74,157.14,1.03,41.591,1.03,121,324,25.2813393652149
38,135,963.51,22.16,55.89,12.96,9.8,160.2,0.97,41.591,1.03,122,325,25.3096233515916
39,137,963.2,22.16,56.19,13.05,9.86,163.35,0.92,41.591,1.03,123,326,25.337034980258
40,140,962.9,22.17,56.36,13.09,9.89,166.62,0.86,41.591,1.03,124,326,25.3736816440119
41,143,962.6,22.16,56.43,13.11,9.9,170.01,0.81,41.591,1.03,123,327,25.3901219744399
42,145,962.31,22.15,56.43,13.1,9.9,173.55,0.76,41.591,1.03,122,327,25.4056856876577
43,148,962.06,22.14,56.42,13.08,9.89,177.27,0.71,41.591,1.03,122,327,25.4177146485475
44,150,961.82,22.11,56.47,13.07,9.89,181.16,0.67,41.591,1.03,123,327,25.4086400899006
45,152,961.55,22.08,56.58,13.07,9.89,185.25,0.62,41.591,1.03,124,327,25.402226397307
46,155,961.23,22.06,56.67,13.08,9.9,189.59,0.57,41.591,1.03,126,327,25.4103619669165
47,158,960.9,22.04,56.69,13.07,9.89,194.29,0.53,41.591,1.03,127,327,25.4193926161887
48,161,960.58,22.03,56.69,13.06,9.89,199.5,0.49,41.591,1.03,128,327,25.4376605457564
49,164,960.25,22.02,56.71,13.05,9.89,205.39,0.45,41.591,1.03,129,327,25.4568262041818
50,167,959.9,22,56.75,13.04,9.89,212.1,0.41,41.591,1.03,130,328,25.4676610797842
51,171,959.53,21.98,56.76,13.03,9.88,219.72,0.38,41.591,1.03,130,328,25.4802827601662
52,174,959.16,21.96,56.73,13,9.87,228.23,0.35,41.591,1.03,129,329,25.4929162759441
53,177,958.82,21.94,56.72,12.99,9.86,237.48,0.34,41.591,1.03,128,329,25.502894695984
54,180,958.5,21.93,56.77,12.99,9.87,247.11,0.33,41.591,1.03,127,329,25.5212259070782
55,183,958.19,21.92,56.88,13,9.88,256.62,0.33,41.591,1.03,126,329,25.5386777418625
56,186,957.86,21.89,57.03,13.02,9.89,265.52,0.33,41.591,1.03,126,329,25.5376719218058
57,189,957.52,21.87,57.14,13.03,9.9,273.43,0.34,41.591,1.03,125,329,25.5476880610474
58,192,957.19,21.85,57.22,13.03,9.91,280.23,0.36,41.591,1.03,125,329,25.5568232688005
59,195,956.88,21.84,57.31,13.04,9.92,285.89,0.38,41.591,1.03,125,329,25.5743121873509
60,197,956.58,21.82,57.43,13.06,9.93,290.48,0.39,41.591,1.03,124,329,25.5807919246524
61,200,956.26,21.8,57.53,13.07,9.94,294.08,0.41,41.591,1.03,123,329,25.5890619906483
62,203,955.94,21.78,57.56,13.06,9.94,296.81,0.43,41.591,1.03,121,329,25.5973404598301
63,206,955.6,21.77,57.52,13.04,9.93,298.76,0.45,41.591,1.03,120,329,25.6175423165535
64,209,955.28,21.77,57.45,13.02,9.92,300.02,0.47,41.591,1.03,119,329,25.6461020863897
65,212,954.97,21.77,57.4,13,9.91,300.64,0.48,41.591,1.03,117,329,25.6737810927872
66,215,954.67,21.76,57.36,12.98,9.91,300.66,0.49,41.591,1.03,116,329,25.690444950736
67,217,954.39,21.76,57.3,12.97,9.9,300.12,0.5,41.591,1.03,115,329,25.7154645284092
68,220,954.12,21.76,57.16,12.93,9.87,299.06,0.51,41.591,1.03,114,328,25.7395994870969
69,222,953.86,21.76,56.88,12.86,9.83,297.49,0.52,41.591,1.03,113,328,25.7628488571791
70,225,953.59,21.77,56.51,12.77,9.78,295.44,0.52,41.591,1.03,112,328,25.7971376074156
71,227,953.3,21.8,56.12,12.69,9.73,292.94,0.53,41.591,1.03,112,328,25.8535018226134
72,230,952.99,21.84,55.73,12.62,9.69,290.02,0.53,41.591,1.03,113,328,25.9218110672838
73,233,952.68,21.9,55.33,12.57,9.65,286.74,0.54,41.591,1.03,113,328,26.0104180765032
74,235,952.41,21.96,55.01,12.53,9.63,283.17,0.55,41.591,1.03,113,328,26.0954610228106
75,238,952.16,21.99,54.79,12.5,9.62,279.41,0.56,41.591,1.03,113,328,26.1483055215816
76,240,951.9,22.01,54.65,12.48,9.61,275.54,0.58,41.591,1.03,113,328,26.1919179815287
77,242,951.64,22.02,54.55,12.46,9.6,271.64,0.59,41.591,1.03,112,328,26.2253993226316
78,245,951.39,22.01,54.49,12.44,9.58,267.79,0.61,41.591,1.03,112,329,26.2377057981912
79,247,951.12,22,54.45,12.41,9.57,264.02,0.63,41.591,1.03,111,329,26.2518151257325
80,250,950.83,21.99,54.41,12.39,9.56,260.35,0.66,41.591,1.031,111,330,26.2677290938759
81,252,950.52,21.97,54.37,12.36,9.55,256.83,0.68,41.591,1.031,110,331,26.2753037562625
82,255,950.21,21.95,54.35,12.34,9.53,253.48,0.71,41.591,1.031,110,331,26.2828863248848
83,258,949.92,21.93,54.36,12.33,9.53,250.3,0.74,41.591,1.031,110,332,26.2886774765574
84,260,949.67,21.93,54.38,12.33,9.53,247.3,0.77,41.591,1.031,111,332,26.3111725963092
85,263,949.42,21.94,54.39,12.34,9.54,244.45,0.8,41.591,1.031,111,333,26.3438245659224
86,265,949.17,21.95,54.34,12.34,9.54,241.74,0.83,41.591,1.031,112,333,26.3764856790321
87,267,948.92,21.96,54.2,12.31,9.53,239.15,0.86,41.591,1.031,112,333,26.4091559409997
88,270,948.65,21.97,54.01,12.26,9.5,236.66,0.89,41.591,1.031,111,334,26.4436379791428
89,272,948.37,21.97,53.83,12.21,9.47,234.22,0.91,41.591,1.031,110,334,26.4688798168891
90,275,948.09,21.98,53.72,12.19,9.46,231.82,0.94,41.591,1.031,110,335,26.504284533902
91,277,947.8,21.97,53.71,12.18,9.46,229.42,0.96,41.591,1.031,110,335,26.5202945987984
92,280,947.5,21.96,53.76,12.18,9.46,227.02,0.98,41.591,1.031,110,336,26.5372158751405
93,283,947.19,21.94,53.81,12.18,9.46,224.61,1,41.591,1.031,110,337,26.5448933293552
94,286,946.89,21.93,53.81,12.17,9.46,222.19,1.02,41.591,1.031,111,337,26.5618324040594
95,288,946.6,21.91,53.83,12.16,9.46,219.73,1.03,41.591,1.031,111,338,26.5677191359606
96,291,946.33,21.89,53.85,12.15,9.45,217.23,1.04,41.591,1.031,112,339,26.571804771642
97,293,946.07,21.88,53.8,12.12,9.44,214.65,1.05,41.591,1.031,113,340,26.5851513460042
98,296,945.78,21.88,53.71,12.09,9.42,211.98,1.06,41.591,1.031,113,340,26.6113785469716
99,299,945.47,21.86,53.64,12.06,9.4,209.2,1.06,41.591,1.031,115,341,26.6191033137439
100,302,945.15,21.84,53.67,12.05,9.4,206.28,1.06,41.591,1.031,116,341,26.6277413101618
101,305,944.83,21.82,53.77,12.06,9.41,203.23,1.06,41.591,1.031,117,341,26.6363879850991
102,308,944.51,21.81,53.86,12.07,9.42,200,1.05,41.591,1.031,119,342,26.6552076123495
103,311,944.18,21.8,53.86,12.06,9.42,196.59,1.05,41.591,1.031,120,342,26.6749441818817
104,313,943.87,21.8,53.81,12.05,9.41,192.98,1.04,41.591,1.031,120,342,26.7030450853855
105,316,943.6,21.8,53.77,12.04,9.41,189.13,1.03,41.591,1.031,121,342,26.727529733578
106,318,943.34,21.8,53.76,12.03,9.41,185.02,1.02,41.591,1.031,122,343,26.7511160558198
107,321,943.06,21.79,53.72,12.02,9.4,180.63,1.01,41.591,1.031,123,344,26.7663573329399
108,324,942.74,21.79,53.63,11.99,9.39,175.96,1,41.591,1.031,125,344,26.7954082268885
109,327,942.4,21.79,53.52,11.96,9.37,171.01,0.99,41.591,1.031,126,344,26.8262886932528
110,330,942.07,21.78,53.45,11.93,9.36,165.8,0.99,41.591,1.031,127,345,26.84610283576
111,333,941.77,21.77,53.44,11.91,9.35,160.4,1,41.591,1.031,129,345,26.8632008552913
112,335,941.49,21.75,53.47,11.9,9.35,154.9,1.01,41.591,1.031,130,345,26.8683156156801
113,338,941.21,21.72,53.5,11.89,9.34,149.38,1.03,41.591,1.031,131,345,26.8632622320238
114,341,940.9,21.7,53.45,11.85,9.32,143.97,1.05,41.591,1.031,131,345,26.8711187700777
115,344,940.56,21.69,53.32,11.81,9.3,138.74,1.09,41.591,1.031,132,345,26.8918910184636
116,347,940.21,21.71,53.11,11.77,9.27,133.8,1.13,41.591,1.031,133,345,26.9441189208147
117,350,939.88,21.74,52.87,11.73,9.25,129.22,1.18,41.591,1.031,135,345,27.0047220983854
118,353,939.55,21.77,52.65,11.69,9.23,125.03,1.24,41.591,1.031,136,344,27.0653449700778
119,356,939.23,21.78,52.46,11.65,9.21,121.28,1.3,41.591,1.031,137,343,27.1047140277926
120,359,938.91,21.8,52.25,11.6,9.19,117.96,1.36,41.591,1.031,138,342,27.1542793832267
121,362,938.58,21.85,51.93,11.56,9.16,115.06,1.44,41.591,1.031,139,341,27.2353224585881
122,365,938.27,21.92,51.48,11.49,9.12,112.55,1.51,41.591,1.031,140,341,27.334928488607
123,368,937.96,22,50.91,11.4,9.07,110.4,1.58,41.591,1.031,141,340,27.444744469215
124,371,937.68,22.08,50.31,11.29,9.01,108.57,1.66,41.591,1.031,142,340,27.551842086927
125,373,937.41,22.13,49.8,11.18,8.95,107.05,1.73,41.591,1.031,143,340,27.6274890587803
126,375,937.16,22.18,49.37,11.09,8.89,105.79,1.81,41.591,1.031,144,340,27.7013211249002
127,378,936.9,22.23,48.88,10.99,8.84,104.79,1.88,41.591,1.031,144,339,27.7760854805319
128,380,936.62,22.29,48.31,10.87,8.76,104,1.95,41.591,1.031,144,338,27.8628893987032
129,383,936.31,22.33,47.72,10.73,8.68,103.4,2.02,41.591,1.03,143,337,27.9320877785162
130,386,935.99,22.38,47.22,10.61,8.62,102.98,2.08,41.591,1.03,144,335,28.0124148160157
131,389,935.67,22.41,46.85,10.52,8.57,102.7,2.14,41.591,1.03,145,334,28.0723815476309
132,392,935.36,22.45,46.61,10.48,8.55,102.55,2.2,41.591,1.03,147,333,28.1416404325251
133,395,935.04,22.47,46.46,10.45,8.53,102.5,2.25,41.591,1.03,149,333,28.1914519225339
134,398,934.74,22.48,46.32,10.41,8.52,102.53,2.3,41.591,1.03,152,332,28.2292454051487
135,401,934.46,22.49,46.13,10.36,8.49,102.65,2.34,41.591,1.03,153,331,28.2652109717318
136,403,934.2,22.51,45.88,10.29,8.45,102.82,2.38,41.591,1.03,154,330,28.3095424725316
137,406,933.92,22.53,45.57,10.22,8.41,103.04,2.42,41.591,1.03,155,330,28.3557285182967
138,408,933.65,22.57,45.29,10.16,8.38,103.3,2.45,41.591,1.03,154,329,28.4214019422436
139,411,933.38,22.6,45.08,10.11,8.36,103.59,2.48,41.591,1.03,153,328,28.4768926402
140,413,933.12,22.62,44.9,10.07,8.34,103.9,2.5,41.591,1.03,154,327,28.5212754106963
141,416,932.84,22.63,44.7,10.02,8.31,104.22,2.52,41.591,1.03,158,327,28.5573157900622
142,418,932.55,22.64,44.49,9.95,8.28,104.53,2.54,41.591,1.03,164,326,28.5942913486368
143,421,932.27,22.63,44.32,9.9,8.24,104.84,2.55,41.591,1.03,169,326,28.6099512114951
144,424,931.99,22.63,44.23,9.86,8.23,105.14,2.56,41.591,1.03,173,326,28.6358223615443
145,426,931.73,22.62,44.19,9.84,8.22,105.42,2.57,41.591,1.03,175,326,28.64965065692
146,428,931.47,22.62,44.17,9.83,8.21,105.69,2.57,41.591,1.03,177,325,28.6736906240107
147,431,931.19,22.62,44.11,9.81,8.21,105.95,2.57,41.591,1.03,179,324,28.6995894673275
148,434,930.91,22.64,43.99,9.79,8.2,106.2,2.57,41.591,1.03,180,324,28.7459111771482
149,436,930.64,22.66,43.83,9.75,8.18,106.45,2.56,41.591,1.03,182,323,28.7913204392713
150,438,930.4,22.67,43.68,9.71,8.16,106.69,2.55,41.591,1.03,184,323,28.8237553188794
151,441,930.16,22.67,43.6,9.68,8.14,106.93,2.54,41.591,1.03,186,322,28.8459902975453
152,443,929.9,22.65,43.59,9.66,8.14,107.16,2.52,41.591,1.03,189,322,28.8496673347876
153,446,929.6,22.62,43.64,9.65,8.13,107.4,2.51,41.591,1.03,191,321,28.8468479546953
154,449,929.29,22.58,43.68,9.63,8.13,107.64,2.49,41.591,1.03,193,320,28.8347504373271
155,452,928.99,22.55,43.69,9.61,8.11,107.89,2.47,41.591,1.03,195,320,28.8319422036717
156,454,928.73,22.53,43.68,9.58,8.1,108.16,2.45,41.591,1.03,198,319,28.8356411333576
157,456,928.47,22.52,43.68,9.57,8.1,108.46,2.43,41.591,1.03,200,319,28.84955955662
158,459,928.2,22.5,43.7,9.56,8.1,108.81,2.4,41.591,1.03,203,318,28.8541987299724
159,462,927.92,22.47,43.73,9.55,8.09,109.19,2.38,41.591,1.03,205,318,28.8495569669917
160,464,927.66,22.45,43.76,9.54,8.09,109.62,2.35,41.591,1.03,207,318,28.8532784085454
161,467,927.39,22.43,43.78,9.53,8.08,110.08,2.32,41.591,1.029,208,318,28.8579346933129
162,469,927.13,22.42,43.79,9.52,8.08,110.58,2.29,41.591,1.029,210,318,28.8718855653144
163,472,926.87,22.41,43.77,9.51,8.08,111.13,2.25,41.591,1.029,211,318,28.8858435152195
164,474,926.61,22.4,43.75,9.49,8.07,111.72,2.22,41.591,1.029,213,318,28.8998085477305
165,476,926.34,22.39,43.74,9.47,8.06,112.36,2.18,41.591,1.029,215,318,28.9147113050144
166,479,926.08,22.38,43.73,9.46,8.06,113.07,2.14,41.591,1.029,217,317,28.9286908212216
167,481,925.83,22.37,43.73,9.46,8.06,113.84,2.1,41.591,1.029,220,317,28.9417461879888
168,484,925.58,22.36,43.74,9.45,8.06,114.67,2.05,41.591,1.029,222,317,28.9548080598546
169,486,925.32,22.35,43.75,9.44,8.05,115.57,2.01,41.591,1.029,224,317,28.9688082711541
170,489,925.04,22.34,43.75,9.43,8.05,116.52,1.96,41.591,1.029,226,317,28.9846799025964
171,491,924.77,22.33,43.76,9.43,8.05,117.54,1.9,41.591,1.029,228,316,28.999627430185
172,494,924.46,22.3,43.8,9.42,8.05,118.6,1.85,41.591,1.029,231,316,28.9978606233375
173,497,924.1,22.27,43.85,9.41,8.05,119.72,1.79,41.591,1.029,234,316,29.000766073665
174,501,923.71,22.24,43.89,9.39,8.04,120.89,1.73,41.591,1.029,236,316,29.006482196403
175,505,923.32,22.23,43.9,9.38,8.04,122.11,1.66,41.591,1.029,238,316,29.0326712881075
176,508,922.97,22.23,43.85,9.37,8.04,123.39,1.6,41.591,1.029,240,316,29.0653710921023
177,512,922.61,22.23,43.77,9.34,8.03,124.74,1.52,41.591,1.029,242,316,29.0990218091169
178,515,922.23,22.22,43.67,9.3,8,126.17,1.45,41.591,1.029,243,316,29.1243265738945
179,519,921.86,22.2,43.54,9.24,7.97,127.7,1.37,41.591,1.029,245,316,29.1384769373331
180,522,921.5,22.18,43.42,9.18,7.94,129.34,1.29,41.591,1.029,247,316,29.1517042030641
181,525,921.13,22.16,43.34,9.14,7.93,131.11,1.2,41.591,1.029,248,316,29.1658805087849
182,529,920.74,22.17,43.26,9.11,7.92,133.07,1.11,41.591,1.029,250,317,29.2126596798769
183,533,920.32,22.19,43.11,9.08,7.9,135.25,1.02,41.591,1.029,250,317,29.27251440514
184,537,919.86,22.21,42.9,9.02,7.87,137.75,0.92,41.591,1.029,251,317,29.3361514962603
185,542,919.37,22.22,42.7,8.97,7.85,140.72,0.82,41.591,1.029,251,317,29.3923969400029
186,547,918.86,22.23,42.58,8.93,7.83,144.39,0.71,41.591,1.029,252,316,29.450556769462
187,552,918.33,22.23,42.5,8.91,7.83,149.19,0.6,41.591,1.029,254,316,29.5003891062959
188,557,917.78,22.24,42.41,8.88,7.82,155.88,0.5,41.591,1.029,255,316,29.5623888995923
189,562,917.22,22.23,42.31,8.84,7.8,166,0.4,41.591,1.029,257,317,29.6048748335487
190,568,916.67,22.2,42.23,8.79,7.78,182.41,0.31,41.591,1.029,257,317,29.6259529926778
191,572,916.16,22.18,42.16,8.74,7.76,208.3,0.26,41.591,1.029,257,317,29.6535405389877
192,577,915.66,22.16,42.1,8.7,7.74,238.53,0.28,41.591,1.029,257,317,29.680212101418
193,582,915.17,22.14,42.07,8.67,7.73,261.17,0.35,41.591,1.029,256,317,29.7059659199157
194,586,914.69,22.11,42.06,8.64,7.71,274.94,0.47,41.591,1.029,256,317,29.7205425125932
195,591,914.22,22.07,42.06,8.61,7.7,283.44,0.6,41.591,1.029,255,317,29.7239356762298
196,595,913.75,22.04,42.07,8.58,7.69,289.06,0.74,41.591,1.029,255,317,29.7376069317542
197,600,913.28,22,42.09,8.56,7.68,293.04,0.89,41.591,1.029,254,317,29.7410362727737
198,605,912.78,21.97,42.12,8.54,7.68,296,1.04,41.591,1.029,254,318,29.7575880206097
199,609,912.27,21.94,42.14,8.52,7.67,298.31,1.2,41.591,1.029,253,318,29.7751111665661
200,614,911.74,21.91,42.15,8.49,7.66,300.15,1.35,41.591,1.029,252,318,29.794555791407
201,620,911.2,21.88,42.15,8.47,7.65,301.66,1.51,41.591,1.029,251,318,29.8149766707892
202,625,910.66,21.85,42.15,8.44,7.64,302.9,1.67,41.591,1.029,250,318,29.8354261632829
203,630,910.13,21.82,42.15,8.42,7.64,303.94,1.83,41.591,1.029,249,318,29.8549541354674
204,635,909.63,21.8,42.15,8.39,7.63,304.82,1.99,41.591,1.029,247,318,29.8819312819561
205,639,909.14,21.77,42.14,8.36,7.62,305.57,2.15,41.591,1.029,244,318,29.8977086040973
206,644,908.64,21.74,42.12,8.33,7.6,306.22,2.3,41.591,1.029,242,318,29.9144606434339
207,648,908.17,21.72,42.06,8.29,7.59,306.79,2.46,41.591,1.029,239,318,29.9386579775336
208,652,907.75,21.72,41.94,8.25,7.57,307.28,2.6,41.591,1.029,236,318,29.9786740907712
209,656,907.39,21.74,41.79,8.22,7.56,307.71,2.75,41.591,1.029,233,319,30.0335550476958
210,659,907.09,21.76,41.67,8.19,7.54,308.07,2.89,41.591,1.029,229,319,30.0827335124814
211,661,906.83,21.78,41.55,8.17,7.53,308.38,3.02,41.591,1.029,225,319,30.1281099785037
212,664,906.55,21.8,41.39,8.13,7.52,308.63,3.15,41.591,1.029,221,319,30.1754087867773
213,667,906.25,21.83,41.17,8.08,7.49,308.84,3.27,41.591,1.029,217,319,30.2349175410586
214,670,905.92,21.88,40.9,8.02,7.47,309.01,3.39,41.591,1.03,213,320,30.3178841934791
215,673,905.61,21.91,40.65,7.96,7.44,309.12,3.49,41.591,1.03,209,320,30.3783890244531
216,676,905.33,21.92,40.45,7.9,7.41,309.2,3.59,41.591,1.03,205,320,30.4154659328977
217,678,905.09,21.93,40.32,7.86,7.39,309.24,3.68,41.591,1.03,202,320,30.4487258769361
218,680,904.87,21.93,40.18,7.81,7.37,309.24,3.77,41.591,1.03,198,320,30.4697904509464
219,682,904.62,21.95,39.99,7.76,7.34,309.2,3.84,41.591,1.03,194,320,30.5143158939412
220,685,904.36,22,39.71,7.7,7.31,309.13,3.91,41.591,1.03,190,320,30.5906847240651
221,688,904.09,22.07,39.34,7.62,7.28,309.01,3.97,41.591,1.03,186,321,30.6886141609493
222,690,903.8,22.15,38.9,7.53,7.23,308.86,4.02,41.591,1.03,181,321,30.7987782144462
223,693,903.51,22.22,38.46,7.43,7.19,308.66,4.07,41.591,1.03,177,321,30.8986750053751
224,696,903.22,22.26,38.09,7.32,7.14,308.41,4.11,41.591,1.03,172,322,30.9677121879974
225,699,902.94,22.3,37.74,7.22,7.09,308.13,4.13,41.591,1.03,167,322,31.0358069456037
226,702,902.63,22.34,37.4,7.13,7.05,307.8,4.16,41.591,1.03,163,323,31.1068057244995
227,705,902.31,22.4,37.11,7.06,7.02,307.42,4.17,41.591,1.03,158,323,31.1993837840696
228,708,902.01,22.46,36.87,7.02,7,307.01,4.18,41.591,1.03,154,324,31.2900618425232
229,710,901.73,22.5,36.67,6.98,6.98,306.56,4.18,41.591,1.03,150,324,31.3582370362785
230,713,901.46,22.53,36.48,6.94,6.96,306.06,4.18,41.591,1.03,145,324,31.415165518453
231,716,901.17,22.56,36.29,6.88,6.94,305.52,4.17,41.591,1.03,141,325,31.4740387643434
232,718,900.88,22.58,36.1,6.82,6.91,304.94,4.16,41.591,1.03,138,325,31.5226268681294
233,721,900.58,22.59,35.91,6.76,6.88,304.31,4.14,41.591,1.03,134,325,31.5618926478145
234,724,900.28,22.6,35.72,6.69,6.85,303.65,4.12,41.591,1.03,130,326,31.6011727911352
235,727,899.98,22.61,35.52,6.62,6.82,302.96,4.1,41.591,1.03,125,326,31.6404673087993
236,730,899.68,22.63,35.32,6.55,6.79,302.24,4.07,41.591,1.03,121,327,31.6900825230591
237,733,899.37,22.66,35.12,6.49,6.77,301.49,4.03,41.591,1.03,117,328,31.7509889330303
238,736,899.02,22.69,34.93,6.45,6.75,300.71,4,41.591,1.03,113,329,31.8157871435763
239,740,898.67,22.71,34.81,6.41,6.73,299.92,3.96,41.591,1.031,109,330,31.8702995670195
240,743,898.33,22.71,34.75,6.38,6.72,299.1,3.92,41.591,1.031,105,331,31.9032428596805
241,746,898,22.7,34.7,6.35,6.71,298.26,3.87,41.591,1.031,102,332,31.9249207515482
242,750,897.66,22.69,34.64,6.32,6.7,297.41,3.83,41.591,1.031,99,333,31.9475816076669
243,753,897.31,22.68,34.52,6.27,6.67,296.55,3.78,41.591,1.031,96,335,31.971226758183
244,756,896.97,22.68,34.4,6.21,6.65,295.67,3.73,41.591,1.031,94,336,32.0042309102448
245,760,896.63,22.67,34.35,6.18,6.64,294.79,3.68,41.591,1.031,92,338,32.0269348420223
246,763,896.28,22.64,34.38,6.17,6.64,293.9,3.62,41.591,1.031,90,340,32.0299895648752
247,766,895.93,22.62,34.43,6.17,6.64,292.99,3.57,41.59,1.031,88,342,32.0433730657332
248,770,895.57,22.6,34.49,6.18,6.65,292.08,3.51,41.59,1.031,85,343,32.0577416795734
249,773,895.2,22.58,34.53,6.18,6.65,291.15,3.45,41.59,1.031,83,345,32.0730967291346
250,777,894.84,22.57,34.54,6.17,6.65,290.21,3.39,41.59,1.031,80,348,32.0978146968496
251,780,894.49,22.56,34.54,6.16,6.65,289.25,3.33,41.59,1.031,78,350,32.121574398217
252,784,894.12,22.54,34.51,6.14,6.64,288.27,3.27,41.59,1.031,77,353,32.1369733467023
253,788,893.73,22.53,34.46,6.1,6.63,287.27,3.21,41.59,1.031,76,355,32.1646623079222
254,792,893.34,22.51,34.38,6.06,6.61,286.25,3.15,41.59,1.031,75,358,32.1820428915057
255,795,892.96,22.49,34.31,6.01,6.59,285.2,3.09,41.59,1.031,74,0,32.1984637415381
256,799,892.6,22.47,34.29,5.98,6.58,284.13,3.03,41.59,1.031,73,1,32.212947096089
257,802,892.22,22.44,34.33,5.97,6.57,283.03,2.97,41.59,1.031,72,3,32.2190667289431
258,806,891.8,22.39,34.42,5.97,6.58,281.9,2.92,41.59,1.031,72,4,32.2084437758195
259,811,891.35,22.35,34.53,5.97,6.58,280.74,2.86,41.59,1.031,71,6,32.211098520935
260,815,890.9,22.31,34.6,5.97,6.59,279.55,2.81,41.59,1.031,71,8,32.213769906473
261,819,890.47,22.28,34.66,5.97,6.59,278.33,2.77,41.59,1.031,72,10,32.2248371316117
262,823,890.06,22.25,34.7,5.96,6.59,277.09,2.72,41.59,1.031,72,13,32.2339634612635
263,827,889.69,22.22,34.73,5.95,6.58,275.83,2.68,41.59,1.031,73,16,32.2391867134324
264,831,889.33,22.2,34.76,5.94,6.58,274.56,2.65,41.59,1.031,73,18,32.2537823185292
265,834,888.97,22.17,34.79,5.93,6.58,273.3,2.62,41.59,1.032,74,20,32.2580499067508
266,837,888.64,22.14,34.81,5.91,6.57,272.04,2.59,41.59,1.032,74,22,32.2593860301599
267,840,888.32,22.13,34.8,5.89,6.57,270.82,2.57,41.59,1.032,74,23,32.2804373106291
268,843,888.01,22.11,34.77,5.87,6.56,269.63,2.55,41.59,1.032,76,23,32.2901745144686
