"flight_time","altitude","pressure","temperature","RH","dewp","mixingRatio","windDirection","windSpeed","latitude","longitude","range","azimuth","theta"
653,1922,783.24,15.93,39.48,2.18,5.73,310.91,4.48,41.584,1.05,1697,113,36.8062895473211
654,1924,783.01,15.94,38.84,1.97,5.65,310.8,4.46,41.584,1.05,1702,113,36.8429944174717
655,1927,782.79,15.94,38.62,1.89,5.61,310.68,4.44,41.584,1.05,1706,113,36.8678566230857
656,1929,782.57,15.93,38.55,1.85,5.6,310.55,4.42,41.584,1.05,1710,113,36.8820030297846
657,1932,782.33,15.93,38.37,1.78,5.58,310.4,4.4,41.583,1.05,1714,113,36.9091445490832
658,1935,782.09,15.93,38.05,1.67,5.53,310.25,4.38,41.583,1.05,1718,114,36.9362967732014
659,1937,781.83,15.92,37.77,1.56,5.49,310.09,4.37,41.583,1.05,1722,114,36.9549960931816
660,1940,781.58,15.91,37.57,1.48,5.46,309.93,4.35,41.583,1.05,1726,114,36.9725735121027
661,1943,781.34,15.9,37.36,1.39,5.43,309.78,4.33,41.583,1.05,1730,114,36.9890277584537
662,1945,781.11,15.9,37.03,1.27,5.38,309.64,4.32,41.583,1.05,1734,114,37.0150881143335
663,1948,780.88,15.89,36.62,1.1,5.32,309.5,4.3,41.583,1.05,1739,114,37.0304269342236
664,1950,780.63,15.89,36.24,0.95,5.26,309.39,4.29,41.583,1.05,1743,114,37.0587743478545
665,1953,780.38,15.88,35.96,0.84,5.22,309.3,4.27,41.583,1.05,1747,114,37.0764000699127
666,1956,780.12,15.87,35.69,0.73,5.18,309.23,4.26,41.583,1.05,1751,114,37.0951705043204
667,1959,779.87,15.86,35.39,0.6,5.13,309.2,4.24,41.583,1.05,1755,114,37.1128160965193
668,1961,779.63,15.85,35.04,0.45,5.08,309.21,4.23,41.583,1.05,1760,114,37.1293355686208
669,1964,779.4,15.84,34.52,0.24,5,309.25,4.21,41.583,1.05,1764,114,37.1447276971008
670,1966,779.18,15.84,33.88,-0.02,4.91,309.33,4.2,41.583,1.05,1769,114,37.169729391444
671,1968,778.96,15.84,33.29,-0.26,4.82,309.45,4.18,41.583,1.051,1773,114,37.1947401613056
672,1971,778.73,15.83,32.84,-0.45,4.76,309.62,4.17,41.583,1.051,1777,114,37.2101576453384
673,1974,778.48,15.83,32.41,-0.64,4.7,309.82,4.15,41.583,1.051,1781,114,37.2385998106174
674,1977,778.21,15.84,31.89,-0.85,4.63,310.07,4.13,41.583,1.051,1784,114,37.2800724359283
675,1980,777.94,15.85,31.4,-1.05,4.56,310.36,4.12,41.583,1.051,1788,114,37.321560897057
676,1982,777.7,15.85,31.1,-1.18,4.52,310.69,4.1,41.583,1.051,1791,114,37.3489026941206
677,1985,777.47,15.85,30.93,-1.26,4.49,311.06,4.08,41.583,1.051,1795,114,37.3751154289797
678,1987,777.23,15.84,30.82,-1.31,4.48,311.47,4.06,41.583,1.051,1800,114,37.3917327167726
679,1990,776.99,15.84,30.73,-1.36,4.46,311.92,4.04,41.583,1.051,1804,114,37.4191056808944
680,1993,776.74,15.84,30.65,-1.39,4.45,312.41,4.02,41.583,1.051,1808,114,37.4476307444481
681,1995,776.5,15.83,30.6,-1.42,4.44,312.94,3.99,41.583,1.051,1813,114,37.4642772675777
682,1998,776.25,15.81,30.61,-1.44,4.44,313.51,3.97,41.583,1.051,1817,114,37.471325225586
683,2001,775.98,15.79,30.63,-1.44,4.44,314.1,3.95,41.583,1.051,1821,114,37.4806659686087
684,2004,775.7,15.78,30.63,-1.45,4.44,314.72,3.93,41.583,1.051,1825,114,37.5019109622348
685,2007,775.42,15.75,30.63,-1.48,4.43,315.36,3.9,41.583,1.051,1828,114,37.5016627630653
686,2010,775.14,15.71,30.69,-1.48,4.43,316.01,3.88,41.583,1.051,1831,114,37.4906687529592
687,2013,774.87,15.68,30.78,-1.47,4.44,316.68,3.85,41.583,1.051,1834,114,37.4892917182282
688,2016,774.6,15.67,30.85,-1.45,4.45,317.35,3.83,41.583,1.051,1838,115,37.5094344238981
689,2019,774.32,15.65,30.89,-1.45,4.45,318.03,3.8,41.583,1.051,1841,115,37.519976667735
690,2022,774.05,15.62,30.93,-1.46,4.45,318.72,3.78,41.583,1.051,1845,115,37.5186255166116
691,2025,773.78,15.59,30.96,-1.47,4.44,319.42,3.76,41.583,1.051,1849,115,37.517281806314
692,2028,773.53,15.58,30.91,-1.5,4.43,320.12,3.73,41.583,1.051,1853,115,37.5351738793601
693,2031,773.28,15.56,30.71,-1.61,4.4,320.82,3.71,41.583,1.051,1856,115,37.5423144748367
694,2033,773.01,15.55,30.29,-1.81,4.34,321.52,3.69,41.583,1.051,1859,115,37.5625197035963
695,2037,772.73,15.54,29.75,-2.05,4.26,322.19,3.66,41.583,1.051,1863,115,37.5838843474126
696,2040,772.46,15.55,29.29,-2.26,4.2,322.86,3.64,41.583,1.051,1866,115,37.6256428963248
697,2042,772.21,15.56,29,-2.38,4.16,323.5,3.62,41.583,1.051,1869,115,37.665120009122
698,2045,771.99,15.58,28.8,-2.45,4.14,324.12,3.6,41.582,1.051,1872,115,37.7119299096382
699,2047,771.77,15.61,28.61,-2.52,4.12,324.73,3.58,41.582,1.051,1875,115,37.7695199770331
700,2050,771.55,15.63,28.45,-2.58,4.1,325.31,3.56,41.582,1.051,1878,115,37.8163562900451
701,2052,771.33,15.62,28.38,-2.62,4.09,325.88,3.54,41.582,1.052,1881,115,37.8308979175649
702,2055,771.09,15.58,28.45,-2.62,4.09,326.42,3.53,41.582,1.052,1884,115,37.8154388622388
703,2057,770.84,15.53,28.61,-2.59,4.1,326.93,3.51,41.582,1.052,1887,115,37.7903633688248
704,2060,770.6,15.47,28.75,-2.58,4.11,327.42,3.5,41.582,1.052,1890,115,37.7533663243849
705,2063,770.35,15.42,28.79,-2.6,4.11,327.87,3.48,41.582,1.052,1893,115,37.7282936121173
706,2065,770.11,15.41,28.69,-2.66,4.09,328.3,3.47,41.582,1.052,1896,115,37.7451670031522
707,2068,769.86,15.41,28.46,-2.77,4.06,328.69,3.46,41.582,1.052,1898,116,37.773977172373
708,2071,769.62,15.41,28.17,-2.9,4.02,329.06,3.45,41.582,1.052,1900,116,37.8016462509054
709,2073,769.37,15.4,27.92,-3.03,3.98,329.39,3.43,41.582,1.052,1902,116,37.8197030258313
710,2076,769.13,15.37,27.74,-3.14,3.95,329.7,3.42,41.582,1.052,1905,116,37.8150599883874
711,2079,768.91,15.35,27.59,-3.23,3.92,329.98,3.41,41.582,1.052,1908,116,37.8188926826332
712,2081,768.69,15.34,27.44,-3.31,3.9,330.23,3.4,41.582,1.052,1911,116,37.8335108933356
713,2083,768.47,15.33,27.31,-3.39,3.88,330.44,3.39,41.582,1.052,1914,116,37.8481366878817
714,2086,768.24,15.32,27.21,-3.45,3.86,330.62,3.38,41.582,1.052,1917,116,37.8639254737857
715,2089,767.99,15.3,27.16,-3.49,3.85,330.78,3.37,41.582,1.052,1920,116,37.8712518147533
716,2091,767.76,15.3,27.09,-3.53,3.84,330.91,3.36,41.582,1.052,1923,116,37.8978406864124
717,2094,767.54,15.29,26.98,-3.58,3.83,331.02,3.35,41.582,1.052,1925,116,37.9124987972789
718,2096,767.31,15.29,26.82,-3.67,3.8,331.1,3.34,41.582,1.052,1927,116,37.9391067889228
719,2099,767.07,15.27,26.65,-3.77,3.78,331.17,3.33,41.582,1.052,1930,116,37.9453102009876
720,2101,766.83,15.24,26.53,-3.85,3.75,331.23,3.32,41.582,1.052,1932,116,37.9407337786166
721,2104,766.58,15.2,26.42,-3.94,3.73,331.28,3.31,41.582,1.052,1935,116,37.9265327736709
722,2107,766.31,15.17,26.3,-4.03,3.71,331.31,3.3,41.582,1.052,1938,116,37.9254420987673
723,2110,766.05,15.15,26.2,-4.1,3.69,331.34,3.29,41.582,1.052,1941,116,37.9339904230545
724,2113,765.8,15.14,26.15,-4.13,3.68,331.36,3.28,41.582,1.052,1944,117,37.9521796137093
725,2116,765.54,15.13,26.12,-4.16,3.67,331.37,3.27,41.582,1.052,1947,117,37.9715388351529
726,2119,765.27,15.1,26.1,-4.19,3.67,331.38,3.26,41.582,1.052,1950,117,37.9704826436048
727,2121,765.03,15.07,26.07,-4.23,3.66,331.4,3.25,41.582,1.052,1953,117,37.9659521288609
728,2124,764.83,15.06,25.96,-4.3,3.64,331.42,3.24,41.582,1.052,1955,117,37.9783736460979
729,2126,764.64,15.06,25.79,-4.39,3.61,331.44,3.23,41.582,1.052,1958,117,38.0004359885373
730,2128,764.43,15.05,25.64,-4.47,3.59,331.48,3.22,41.582,1.052,1960,117,38.0140320737904
731,2131,764.19,15.03,25.61,-4.51,3.58,331.52,3.22,41.582,1.052,1962,117,38.0203236958296
732,2134,763.92,15,25.66,-4.5,3.59,331.58,3.21,41.582,1.052,1964,117,38.0193114526493
733,2137,763.66,14.98,25.7,-4.5,3.59,331.66,3.2,41.582,1.052,1966,117,38.0279439245127
734,2139,763.41,14.96,25.71,-4.51,3.59,331.74,3.19,41.582,1.052,1969,117,38.0354220582722
735,2142,763.18,14.93,25.73,-4.53,3.58,331.84,3.19,41.582,1.052,1972,117,38.0297790382169
736,2144,762.96,14.89,25.76,-4.54,3.58,331.95,3.18,41.582,1.052,1976,117,38.0121740574197
737,2147,762.75,14.86,25.79,-4.55,3.58,332.07,3.18,41.581,1.052,1979,117,38.0042108236579
738,2149,762.52,14.84,25.82,-4.56,3.58,332.21,3.18,41.581,1.052,1981,117,38.0093847967495
739,2152,762.28,14.81,25.82,-4.58,3.57,332.35,3.17,41.581,1.052,1984,117,38.0049249480356
740,2154,762.05,14.79,25.82,-4.6,3.57,332.5,3.17,41.581,1.052,1987,117,38.0101116966353
741,2157,761.83,14.77,25.83,-4.61,3.57,332.66,3.16,41.581,1.052,1989,117,38.0141394140034
742,2159,761.6,14.75,25.81,-4.64,3.56,332.83,3.16,41.581,1.052,1992,117,38.0193391459993
743,2162,761.35,14.73,25.77,-4.67,3.55,333,3.16,41.581,1.052,1994,117,38.0268784814023
744,2165,761.1,14.71,25.71,-4.72,3.54,333.17,3.16,41.581,1.052,1997,117,38.0344260735067
745,2168,760.86,14.69,25.65,-4.77,3.53,333.34,3.15,41.581,1.052,1999,118,38.0408146365986
746,2170,760.63,14.67,25.61,-4.81,3.52,333.51,3.15,41.581,1.052,2002,118,38.046043000398
747,2173,760.4,14.65,25.58,-4.84,3.51,333.68,3.15,41.581,1.052,2004,118,38.0512780702838
748,2175,760.17,14.63,25.57,-4.86,3.51,333.84,3.15,41.581,1.052,2006,118,38.0565198512961
749,2178,759.94,14.6,25.55,-4.89,3.5,334,3.14,41.581,1.052,2008,118,38.050953371821
750,2180,759.71,14.58,25.51,-4.94,3.49,334.16,3.14,41.581,1.052,2011,118,38.056207655871
751,2183,759.49,14.57,25.46,-4.97,3.48,334.3,3.14,41.581,1.052,2013,118,38.0711159996862
752,2185,759.26,14.55,25.44,-5,3.48,334.44,3.13,41.581,1.052,2016,118,38.0763843016271
753,2188,759.02,14.53,25.44,-5.01,3.47,334.56,3.13,41.581,1.052,2019,118,38.0828296000228
754,2191,758.78,14.51,25.44,-5.03,3.47,334.67,3.12,41.581,1.052,2022,118,38.0892824086468
755,2193,758.54,14.48,25.45,-5.05,3.46,334.77,3.12,41.581,1.053,2025,118,38.0849220636888
756,2196,758.31,14.45,25.46,-5.07,3.46,334.86,3.11,41.581,1.053,2027,118,38.0793959231714
757,2199,758.07,14.42,25.46,-5.09,3.46,334.95,3.11,41.581,1.053,2030,118,38.0750463631746
758,2201,757.85,14.39,25.46,-5.12,3.45,335.03,3.1,41.581,1.053,2032,118,38.0683582950836
759,2203,757.64,14.37,25.47,-5.14,3.44,335.09,3.09,41.581,1.053,2034,118,38.0713264769731
760,2206,757.42,14.34,25.47,-5.16,3.44,335.15,3.09,41.581,1.053,2036,118,38.0646474761114
761,2208,757.19,14.32,25.47,-5.18,3.44,335.19,3.08,41.581,1.053,2039,118,38.0699718946483
762,2211,756.93,14.3,25.47,-5.2,3.43,335.22,3.08,41.581,1.053,2042,118,38.0788234628662
763,2214,756.69,14.28,25.47,-5.22,3.43,335.24,3.08,41.581,1.053,2045,118,38.0853364504117
764,2216,756.46,14.26,25.47,-5.23,3.43,335.26,3.07,41.581,1.053,2047,119,38.0906827329972
765,2219,756.22,14.23,25.49,-5.24,3.43,335.28,3.07,41.581,1.053,2050,119,38.0863803260596
766,2222,755.97,14.21,25.53,-5.25,3.42,335.29,3.07,41.581,1.053,2052,119,38.0940896726966
767,2225,755.71,14.18,25.57,-5.25,3.43,335.31,3.06,41.581,1.053,2055,119,38.0921506604635
768,2228,755.47,14.16,25.62,-5.24,3.43,335.33,3.06,41.581,1.053,2058,119,38.098700366053
769,2230,755.24,14.13,25.68,-5.24,3.43,335.35,3.06,41.581,1.053,2060,119,38.0932473060665
770,2233,755.02,14.09,25.74,-5.24,3.43,335.37,3.06,41.581,1.053,2062,119,38.0757876477736
771,2235,754.79,14.07,25.77,-5.24,3.43,335.4,3.07,41.581,1.053,2064,119,38.0811791766278
772,2238,754.55,14.04,25.78,-5.26,3.43,335.43,3.07,41.581,1.053,2066,119,38.076917780147
773,2240,754.31,14.02,25.79,-5.27,3.43,335.46,3.08,41.581,1.053,2068,119,38.0834999851919
774,2243,754.08,14,25.81,-5.28,3.42,335.52,3.08,41.581,1.053,2070,119,38.0889118423773
775,2246,753.86,13.97,25.83,-5.29,3.42,335.58,3.09,41.581,1.053,2073,119,38.0823124188215
776,2248,753.63,13.95,25.84,-5.3,3.42,335.66,3.1,41.58,1.053,2076,119,38.0877366528796
777,2251,753.4,13.93,25.86,-5.31,3.42,335.76,3.11,41.58,1.053,2079,119,38.0931677446411
778,2253,753.16,13.91,25.9,-5.31,3.42,335.88,3.12,41.58,1.053,2082,119,38.0997851290483
779,2256,752.9,13.88,25.93,-5.32,3.42,336.01,3.13,41.58,1.053,2085,119,38.0979261436044
780,2259,752.64,13.85,25.96,-5.33,3.42,336.15,3.14,41.58,1.053,2087,119,38.096074362431
781,2262,752.36,13.83,25.99,-5.33,3.42,336.31,3.15,41.58,1.053,2089,119,38.1074370779808
782,2265,752.1,13.8,26.02,-5.34,3.42,336.49,3.16,41.58,1.053,2092,119,38.1056015971096
783,2268,751.85,13.78,26.04,-5.35,3.42,336.68,3.17,41.58,1.053,2094,119,38.1134398873699
784,2271,751.58,13.75,26.06,-5.36,3.42,336.89,3.18,41.58,1.053,2096,120,38.1128014903164
785,2274,751.3,13.73,26.1,-5.36,3.42,337.11,3.19,41.58,1.053,2098,120,38.12420388476
786,2277,751.01,13.7,26.15,-5.36,3.42,337.34,3.2,41.58,1.053,2101,120,38.1259489470689
787,2280,750.73,13.67,26.22,-5.35,3.42,337.59,3.2,41.58,1.053,2103,120,38.1265204918637
788,2283,750.47,13.65,26.28,-5.34,3.42,337.84,3.21,41.58,1.053,2106,120,38.1355871764849
789,2286,750.22,13.62,26.36,-5.33,3.43,338.09,3.22,41.58,1.053,2109,120,38.1326242533756
790,2289,749.97,13.59,26.45,-5.31,3.44,338.36,3.23,41.58,1.053,2112,120,38.1296678170679
791,2292,749.71,13.56,26.56,-5.28,3.44,338.63,3.23,41.58,1.053,2115,120,38.1279028374539
792,2295,749.47,13.53,26.67,-5.25,3.45,338.9,3.24,41.58,1.053,2118,120,38.1237744275871
793,2298,749.21,13.5,26.82,-5.2,3.47,339.17,3.24,41.58,1.053,2122,120,38.1220232184122
794,2301,748.94,13.47,27,-5.14,3.49,339.43,3.24,41.58,1.053,2125,120,38.121465466363
795,2304,748.66,13.44,27.11,-5.11,3.5,339.69,3.24,41.58,1.053,2128,120,38.1221024550629
796,2307,748.39,13.42,27.15,-5.11,3.5,339.93,3.24,41.58,1.053,2130,120,38.1324237621917
797,2310,748.13,13.39,27.15,-5.13,3.49,340.16,3.25,41.58,1.053,2131,120,38.1307044903271
798,2313,747.87,13.36,27.16,-5.15,3.49,340.38,3.25,41.58,1.053,2133,120,38.128992545775
799,2316,747.59,13.33,27.23,-5.15,3.49,340.58,3.25,41.58,1.053,2135,120,38.1296645771393
800,2319,747.31,13.3,27.35,-5.12,3.5,340.77,3.25,41.58,1.053,2138,120,38.1303456586119
801,2322,747.03,13.26,27.48,-5.09,3.51,340.95,3.25,41.58,1.053,2140,120,38.1201678065656
802,2325,746.74,13.23,27.57,-5.07,3.52,341.11,3.25,41.58,1.053,2143,121,38.1220555062256
803,2329,746.45,13.21,27.62,-5.07,3.52,341.25,3.25,41.58,1.053,2146,121,38.1348236016237
804,2332,746.18,13.18,27.64,-5.08,3.51,341.36,3.25,41.58,1.053,2148,121,38.1343512540578
805,2335,745.92,13.15,27.66,-5.1,3.51,341.46,3.25,41.58,1.053,2151,121,38.1326960981601
806,2337,745.66,13.12,27.68,-5.11,3.51,341.55,3.26,41.58,1.053,2153,121,38.1310483268804
807,2340,745.4,13.1,27.7,-5.12,3.51,341.61,3.26,41.58,1.053,2155,121,38.1402827166153
808,2343,745.14,13.07,27.72,-5.13,3.5,341.67,3.27,41.58,1.053,2157,121,38.138650817482
809,2346,744.87,13.04,27.83,-5.11,3.51,341.71,3.27,41.58,1.053,2158,121,38.1382190268671
810,2349,744.61,13.01,28.05,-5.03,3.54,341.75,3.28,41.58,1.053,2160,121,38.1366023551415
811,2352,744.37,12.98,28.26,-4.95,3.56,341.79,3.29,41.58,1.053,2162,121,38.1326060747045
812,2355,744.12,12.95,28.38,-4.93,3.57,341.82,3.29,41.58,1.053,2165,121,38.1298095320967
813,2358,743.87,12.92,28.43,-4.93,3.57,341.86,3.3,41.58,1.053,2168,121,38.1270196195874
814,2361,743.61,12.89,28.48,-4.94,3.57,341.89,3.31,41.579,1.053,2171,121,38.1254310181902
815,2363,743.35,12.86,28.56,-4.92,3.57,341.94,3.32,41.579,1.053,2174,121,38.123849861494
816,2366,743.1,12.83,28.68,-4.89,3.58,342,3.34,41.579,1.053,2178,121,38.1210806572108
817,2369,742.86,12.8,28.79,-4.87,3.59,342.07,3.35,41.579,1.053,2181,121,38.1171222369398
818,2372,742.62,12.77,28.87,-4.86,3.59,342.15,3.36,41.579,1.053,2185,121,38.1131697133461
819,2375,742.37,12.74,28.9,-4.87,3.59,342.25,3.37,41.579,1.053,2188,121,38.1104197044203
820,2378,742.11,12.72,28.9,-4.89,3.59,342.37,3.39,41.579,1.053,2191,122,38.1197619003085
821,2381,741.84,12.69,28.92,-4.9,3.58,342.51,3.4,41.579,1.053,2194,122,38.1194216637448
822,2384,741.57,12.67,28.91,-4.92,3.58,342.66,3.41,41.579,1.053,2196,122,38.1299805364106
823,2386,741.32,12.65,28.86,-4.97,3.57,342.84,3.43,41.579,1.053,2198,122,38.1381531288139
824,2389,741.08,12.61,28.87,-5,3.56,343.04,3.44,41.579,1.053,2201,122,38.1233500162715
825,2392,740.86,12.57,29.02,-4.96,3.57,343.26,3.45,41.579,1.053,2203,122,38.1061526926064
826,2395,740.61,12.54,29.24,-4.89,3.59,343.49,3.47,41.579,1.054,2205,122,38.10345094948
827,2398,740.33,12.51,29.38,-4.85,3.6,343.73,3.48,41.579,1.054,2207,122,38.1043555176588
828,2401,740.06,12.48,29.42,-4.86,3.6,343.99,3.5,41.579,1.054,2208,122,38.1040690180356
829,2404,739.8,12.45,29.43,-4.88,3.6,344.25,3.51,41.579,1.054,2211,122,38.1025901485312
830,2406,739.55,12.43,29.45,-4.89,3.6,344.52,3.53,41.579,1.054,2214,122,38.1108169188434
831,2409,739.31,12.41,29.49,-4.89,3.6,344.8,3.54,41.579,1.054,2217,122,38.1178509163059
832,2412,739.04,12.39,29.53,-4.89,3.6,345.09,3.55,41.579,1.054,2220,122,38.1284990684698
833,2415,738.77,12.34,29.58,-4.91,3.6,345.37,3.57,41.579,1.054,2223,122,38.1064503129157
834,2418,738.51,12.3,29.64,-4.92,3.59,345.66,3.58,41.579,1.054,2226,122,38.094106283689
835,2421,738.3,12.27,29.69,-4.92,3.6,345.94,3.6,41.579,1.054,2229,122,38.0866564656237
836,2423,738.11,12.25,29.73,-4.92,3.6,346.21,3.62,41.579,1.054,2232,122,38.087709048321
837,2425,737.9,12.23,29.77,-4.92,3.6,346.47,3.63,41.579,1.054,2234,122,38.0911735454694
838,2428,737.66,12.21,29.77,-4.94,3.59,346.72,3.65,41.579,1.054,2236,123,38.0982563027967
839,2431,737.4,12.2,29.7,-4.98,3.58,346.96,3.67,41.579,1.054,2239,123,38.1186647212539
840,2434,737.16,12.19,29.61,-5.02,3.57,347.18,3.69,41.579,1.054,2241,123,38.1366747337995
841,2436,736.93,12.17,29.59,-5.05,3.57,347.4,3.7,41.579,1.054,2243,123,38.1425788930914
842,2439,736.7,12.12,29.66,-5.06,3.56,347.6,3.72,41.579,1.054,2246,123,38.1157564836324
843,2442,736.46,12.07,29.78,-5.05,3.57,347.79,3.74,41.579,1.054,2248,123,38.0901416189458
844,2444,736.22,12.05,29.94,-5,3.58,347.98,3.76,41.579,1.054,2250,123,38.0972686259249
845,2447,736,12.04,30.11,-4.94,3.6,348.15,3.78,41.579,1.054,2252,123,38.1129039981392
846,2449,735.78,12.01,30.33,-4.87,3.62,348.31,3.79,41.579,1.054,2254,123,38.1067173896976
847,2452,735.53,11.96,30.84,-4.69,3.67,348.46,3.81,41.578,1.054,2257,123,38.0823260483314
848,2455,735.26,11.91,32,-4.25,3.8,348.59,3.83,41.578,1.054,2261,123,38.0603532665399
849,2458,734.99,11.87,33.49,-3.68,3.97,348.72,3.85,41.578,1.054,2264,123,38.0493029459547
850,2461,734.73,11.83,34.54,-3.3,4.08,348.83,3.87,41.578,1.054,2267,123,38.0370500819897
851,2464,734.5,11.8,34.87,-3.2,4.12,348.94,3.88,41.578,1.054,2270,123,38.0320958875919
852,2466,734.28,11.78,34.81,-3.24,4.11,349.02,3.9,41.578,1.054,2273,123,38.0368590614253
853,2469,734.07,11.76,34.76,-3.27,4.1,349.1,3.92,41.578,1.054,2276,124,38.040418855851
854,2471,733.85,11.73,34.88,-3.25,4.1,349.16,3.93,41.578,1.054,2279,124,38.0342713322608
855,2474,733.64,11.7,35.1,-3.2,4.12,349.21,3.95,41.578,1.054,2281,124,38.0269179125554
856,2476,733.42,11.68,35.21,-3.17,4.13,349.25,3.96,41.578,1.054,2284,124,38.031704531091
857,2479,733.2,11.67,35.17,-3.2,4.13,349.28,3.98,41.578,1.054,2287,124,38.0474237887593
858,2481,732.97,11.67,35.06,-3.24,4.11,349.29,3.99,41.578,1.054,2290,124,38.0752903199988
859,2484,732.76,11.65,34.97,-3.29,4.1,349.29,4,41.578,1.054,2293,124,38.0788875315117
860,2486,732.55,11.61,34.9,-3.36,4.08,349.27,4.02,41.578,1.054,2296,124,38.0606327960596
861,2489,732.33,11.55,34.79,-3.44,4.05,349.24,4.03,41.578,1.054,2299,124,38.0217334242472
862,2491,732.1,11.51,34.58,-3.57,4.02,349.18,4.04,41.578,1.054,2301,124,38.0059075985526
863,2494,731.86,11.49,34.32,-3.68,3.98,349.11,4.05,41.578,1.054,2304,124,38.0131621596106
864,2496,731.64,11.48,34.22,-3.74,3.97,349.01,4.06,41.578,1.054,2306,124,38.0289299894305
865,2499,731.43,11.46,34.25,-3.74,3.97,348.91,4.07,41.578,1.054,2308,124,38.032558345725
866,2501,731.22,11.44,34.29,-3.74,3.97,348.79,4.07,41.578,1.054,2310,124,38.036192528607
867,2504,731.01,11.42,34.3,-3.75,3.97,348.65,4.08,41.578,1.054,2313,125,38.0398325422693
868,2506,730.8,11.41,34.32,-3.75,3.97,348.5,4.09,41.578,1.054,2315,125,38.054414728227
869,2508,730.59,11.4,34.35,-3.75,3.97,348.32,4.09,41.578,1.054,2319,125,38.069004547505
870,2511,730.37,11.37,34.36,-3.77,3.97,348.14,4.1,41.578,1.054,2322,125,38.0629418293465
871,2513,730.16,11.35,34.41,-3.77,3.97,347.93,4.1,41.578,1.054,2326,125,38.0666064699521
872,2516,729.96,11.32,34.64,-3.71,3.99,347.72,4.1,41.578,1.054,2329,125,38.0581202193209
873,2518,729.76,11.29,35.15,-3.54,4.04,347.49,4.11,41.578,1.054,2333,125,38.0496374064123
874,2520,729.56,11.25,35.95,-3.27,4.12,347.25,4.11,41.578,1.054,2336,125,38.0302163947688
875,2523,729.35,11.21,36.86,-2.97,4.22,347.01,4.11,41.577,1.054,2339,125,38.0120147027745
876,2525,729.14,11.16,37.64,-2.73,4.29,346.77,4.11,41.577,1.054,2342,125,37.9828718430485
877,2528,728.92,11.12,38.13,-2.6,4.34,346.52,4.11,41.577,1.054,2345,125,37.9658919198647
878,2530,728.7,11.08,38.37,-2.55,4.36,346.28,4.11,41.577,1.054,2348,125,37.94891485164
879,2533,728.47,11.06,38.39,-2.56,4.35,346.03,4.11,41.577,1.054,2351,125,37.9550520103836
880,2535,728.24,11.04,38.3,-2.61,4.34,345.78,4.11,41.577,1.054,2355,125,37.9611966007681
881,2538,728,11.04,38.23,-2.64,4.33,345.53,4.11,41.577,1.054,2358,126,37.990464956372
882,2541,727.75,11.02,38.29,-2.64,4.33,345.28,4.11,41.577,1.054,2361,126,37.9990672206611
883,2544,727.48,10.98,38.44,-2.61,4.34,345.02,4.11,41.577,1.054,2364,126,37.988218945456
884,2547,727.22,10.94,38.57,-2.6,4.35,344.78,4.12,41.577,1.054,2368,126,37.9761560774946
885,2550,726.99,10.91,38.59,-2.63,4.34,344.54,4.12,41.577,1.054,2371,126,37.9713873767981
886,2552,726.78,10.89,38.53,-2.66,4.33,344.3,4.13,41.577,1.054,2375,126,37.9751342558046
887,2555,726.56,10.88,38.45,-2.7,4.32,344.07,4.14,41.577,1.054,2378,126,37.9910637042585
888,2557,726.35,10.86,38.42,-2.73,4.31,343.84,4.14,41.577,1.054,2381,126,37.9948236917211
889,2559,726.14,10.84,38.49,-2.72,4.32,343.61,4.15,41.577,1.054,2383,126,37.9985896044536
890,2562,725.95,10.82,38.64,-2.69,4.33,343.38,4.17,41.577,1.054,2386,126,37.9999148937302
891,2564,725.73,10.79,38.81,-2.65,4.34,343.16,4.18,41.577,1.054,2389,126,37.9939574784838
892,2567,725.49,10.77,38.92,-2.64,4.35,342.93,4.2,41.577,1.054,2392,126,38.0014119300342
893,2570,725.24,10.74,38.94,-2.65,4.34,342.71,4.22,41.577,1.054,2396,126,37.99913901547
894,2572,725.01,10.71,38.91,-2.69,4.33,342.49,4.24,41.577,1.054,2400,126,37.9944235130368
895,2575,724.78,10.69,38.88,-2.72,4.32,342.27,4.26,41.577,1.054,2403,126,38.0006757290761
896,2578,724.55,10.67,38.9,-2.73,4.32,342.05,4.29,41.577,1.054,2407,126,38.0069354687442
897,2580,724.32,10.66,39,-2.71,4.33,341.83,4.31,41.577,1.054,2409,126,38.0241669099997
898,2583,724.08,10.64,39.15,-2.67,4.34,341.61,4.34,41.577,1.054,2412,126,38.0316692367857
899,2586,723.84,10.62,39.32,-2.63,4.36,341.39,4.37,41.577,1.054,2415,127,38.0391799561347
900,2589,723.6,10.59,39.48,-2.61,4.37,341.17,4.41,41.577,1.054,2419,127,38.0357317903501
901,2591,723.36,10.55,39.55,-2.62,4.37,340.95,4.44,41.577,1.054,2423,127,38.0213216311379
902,2594,723.12,10.52,39.52,-2.66,4.36,340.73,4.47,41.577,1.054,2427,127,38.0178850910768
903,2597,722.87,10.5,39.48,-2.69,4.35,340.51,4.51,41.576,1.054,2431,127,38.0266538537272
904,2600,722.61,10.47,39.61,-2.67,4.35,340.29,4.54,41.576,1.054,2435,127,38.0256894114021
905,2603,722.33,10.44,39.91,-2.59,4.38,340.07,4.58,41.576,1.054,2438,127,38.0271919301622
906,2606,722.08,10.43,40.2,-2.51,4.41,339.85,4.61,41.576,1.054,2442,127,38.0469622266343
